Player,Team,Year Signed,Length of Contract,Value,APY,Guaranteed Money,APY as % of Salary Cap,Inflated Value,Inflated APY,Inflated Guaranteed
Dante Fowler Jr.,Cowboys,2023,1,"3,000,000.00","3,000,000.00","1,000,000.00",0.01,"3,408,363.00","3,408,363.00","1,136,121.00"
Myles Murphy,Bengals,2023,4,"12,587,256.00","3,146,814.00","12,587,256.00",0.01,"14,300,646.00","3,575,161.00","14,300,646.00"
Charles Harris,Lions,2023,1,"3,500,000.00","3,500,000.00","3,000,000.00",0.02,"3,976,423.00","3,976,423.00","3,408,363.00"
Dawuane Smoot,Jaguars,2023,1,"3,500,000.00","3,500,000.00","2,250,000.00",0.02,"3,976,423.00","3,976,423.00","2,556,272.00"
Derek Barnett,PHI/HOU,2023,1,"3,750,000.00","3,750,000.00","3,500,000.00",0.02,"4,260,454.00","4,260,454.00","3,976,423.00"
Will McDonald IV,Jets,2023,4,"16,321,664.00","4,080,416.00","16,321,664.00",0.02,"18,543,385.00","4,635,846.00","18,543,385.00"
Lukas Van Ness,Packers,2023,4,"17,388,096.00","4,347,024.00","17,388,096.00",0.02,"19,754,981.00","4,938,745.00","19,754,981.00"
Bryce Huff,Jets,2023,1,"4,304,000.00","4,304,000.00",0.00,0.02,"4,889,865.00","4,889,865.00",0.00
Lorenzo Carter,Falcons,2023,2,"9,000,000.00","4,500,000.00","5,250,000.00",0.02,"10,225,089.00","5,112,544.00","5,964,635.00"
Anthony Nelson,Buccaneers,2023,2,"10,000,000.00","5,000,000.00","5,500,000.00",0.02,"11,361,210.00","5,680,605.00","6,248,665.00"
Brandon Graham,Eagles,2023,1,"5,000,000.00","5,000,000.00","5,000,000.00",0.02,"5,680,605.00","5,680,605.00","5,680,605.00"
Frank Clark,Broncos,2023,1,"5,510,000.00","5,510,000.00","5,000,000.00",0.03,"6,260,027.00","6,260,027.00","5,680,605.00"
Justin Houston,Panthers,2023,1,"6,000,000.00","6,000,000.00","6,000,000.00",0.03,"6,816,726.00","6,816,726.00","6,816,726.00"
Tyree Wilson,Raiders,2023,4,"25,005,500.00","6,251,375.00","25,005,500.00",0.03,"28,409,274.00","7,102,318.00","28,409,274.00"
Ogbonnia Okoronkwo,Browns,2023,3,"19,000,000.00","6,333,333.00","12,490,000.00",0.03,"21,586,299.00","7,195,433.00","14,190,151.00"
Arden Key,Titans,2023,3,"21,000,000.00","7,000,000.00","13,000,000.00",0.03,"23,858,541.00","7,952,847.00","14,769,573.00"
Leonard Floyd,Bills,2023,1,"7,000,000.00","7,000,000.00",0.00,0.03,"7,952,847.00","7,952,847.00",0.00
Samson Ebukam,Colts,2023,3,"24,000,000.00","8,000,000.00","10,755,000.00",0.04,"27,266,904.00","9,088,968.00","12,218,981.00"
Charles Omenihu,Chiefs,2023,2,"16,000,000.00","8,000,000.00","8,600,000.00",0.04,"18,177,936.00","9,088,968.00","9,770,641.00"
Will Anderson Jr.,Texans,2023,4,"35,212,818.00","8,803,205.00","35,212,818.00",0.04,"40,006,022.00","10,001,506.00","40,006,022.00"
Carl Lawson,Jets,2023,1,"9,000,000.00","9,000,000.00","8,000,000.00",0.04,"10,225,089.00","10,225,089.00","9,088,968.00"
Yannick Ngakoue,Bears,2023,1,"10,500,000.00","10,500,000.00","9,990,000.00",0.05,"11,929,270.00","11,929,270.00","11,349,849.00"
Matt Judon,NE/ATL,2023,2,"22,500,000.00","11,250,000.00","14,000,000.00",0.05,"25,562,722.00","12,781,361.00","15,905,694.00"
Za'Darius Smith,Browns,2023,1,"11,677,000.00","11,677,000.00","11,677,000.00",0.05,"13,266,485.00","13,266,485.00","13,266,485.00"
Carl Granderson,Saints,2023,4,"52,000,000.00","13,000,000.00","35,300,000.00",0.06,"59,078,292.00","14,769,573.00","40,105,071.00"
Marcus Davenport,Vikings,2023,1,"13,000,000.00","13,000,000.00","10,000,000.00",0.06,"14,769,573.00","14,769,573.00","11,361,210.00"
Cameron Jordan,Saints,2023,2,"26,500,000.00","13,250,000.00","15,982,647.00",0.06,"30,107,206.00","15,053,603.00","18,158,221.00"
Uchenna Nwosu,Seahawks,2023,3,"45,000,000.00","15,000,000.00","32,000,000.00",0.07,"51,125,445.00","17,041,815.00","36,355,872.00"
Alex Highsmith,Steelers,2023,4,"68,000,000.00","17,000,000.00","27,743,000.00",0.08,"77,256,228.00","19,314,057.00","31,519,405.00"
Danielle Hunter,Vikings,2023,1,"17,000,000.00","17,000,000.00","17,000,000.00",0.08,"19,314,057.00","19,314,057.00","19,314,057.00"
Trey Hendrickson,Bengals,2023,1,"21,000,000.00","21,000,000.00","8,000,000.00",0.09,"23,858,541.00","23,858,541.00","9,088,968.00"
Rashan Gary,Packers,2023,4,"96,000,000.00","24,000,000.00","34,636,928.00",0.11,"109,067,616.00","27,266,904.00","39,351,741.00"
Montez Sweat,Bears,2023,4,"98,000,000.00","24,500,000.00","72,865,000.00",0.11,"111,339,858.00","27,834,964.00","82,783,456.00"
Nick Bosa,49ers,2023,5,"170,000,000.00","34,000,000.00","122,500,000.00",0.15,"193,140,569.00","38,628,114.00","139,174,822.00"
Jabari Zuniga,Saints,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Wyatt Ray,Broncos,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
William Bradley-King,Commanders,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Mika Tafua,PIT/DAL,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Sam Okuayinonu,Titans,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Ron'Dell Carter,Patriots,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Derick Roberson,Texans,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Terrell Lewis,Bears,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Austin Larkin,Panthers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Drew Jordan,Panthers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Zach VanValkenburg,Rams,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Cameron Goode,Dolphins,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Curtis Weaver,Browns,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Benton Whitley,Rams,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Owen Carney Jr.,Bengals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Brayden Thomas,Rams,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Gerri Green,CHI/TEN,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Earnest Brown IV,Rams,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Arron Mosby,Panthers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Carlo Kemp,Chargers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jaylen Twyman,Dolphins,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Andre Anthony,Bears,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Gerri Green,Bears,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Zach VanValkenburg,Raiders,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Gerri Green,Titans,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Kobe Jones,Panthers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Charles Snowden,Buccaneers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Zach McCloud,Titans,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Quinton Bell,Falcons,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Kobe Jones,GB/CAR,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Emeke Egbule,Steelers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
James Houston,Lions,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Joe Ozougwu,Buccaneers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Benton Whitley,Vikings,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Myron Tagovailoa-Amosa,Raiders,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Quincy Roche,Giants,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Mike Love,Bills,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Matt Leo,Eagles,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Tim Ward,Packers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jabari Zuniga,Seahawks,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Josh Onujiogu,Seahawks,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Niko Lalos,Saints,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jeremiah Moon,Ravens,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Bradlee Anae,Jets,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Kingsley Jonathan,Bills,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jordan Brailford,Falcons,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Ryder Anderson,Giants,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jesse Luketa,Cardinals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Khalid Kareem,Bengals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Chris Garrett,Vikings,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Charles Wiley,Giants,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jaylen Twyman,Vikings,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Tarron Jackson,Eagles,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Janarius Robinson,Vikings,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Demetrius Taylor,Lions,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Benton Whitley,Chiefs,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Hamilcar Rashed,Buccaneers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Big Kat Bryant,Dolphins,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Adedayo Odeleye,Texans,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Alex Barrett,49ers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Chris Garrett,Seahawks,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Keir Thomas,Rams,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Zach McCloud,Broncos,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Hamilcar Rashed,Steelers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Mika Tafua,Cowboys,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Ryder Anderson,Giants,2022,1,"234,667.00","234,667.00",0.00,0.00,"287,867.00","287,867.00",0.00
Kobe Jones,Packers,2022,1,"234,667.00","234,667.00",0.00,0.00,"287,867.00","287,867.00",0.00
James Houston,Lions,2022,1,"234,667.00","234,667.00",0.00,0.00,"287,867.00","287,867.00",0.00
Earnest Brown IV,Rams,2022,1,"234,667.00","234,667.00",0.00,0.00,"287,867.00","287,867.00",0.00
Arron Mosby,Panthers,2022,1,"234,667.00","234,667.00",0.00,0.00,"287,867.00","287,867.00",0.00
Brayden Thomas,Rams,2022,1,"234,667.00","234,667.00",0.00,0.00,"287,867.00","287,867.00",0.00
Josh Onujiogu,Seahawks,2022,1,"234,667.00","234,667.00",0.00,0.00,"287,867.00","287,867.00",0.00
Mike Love,Bills,2022,1,"241,333.00","241,333.00",0.00,0.00,"296,044.00","296,044.00",0.00
William Bradley-King,Commanders,2022,1,"241,333.00","241,333.00",0.00,0.00,"296,044.00","296,044.00",0.00
Quincy Roche,Giants,2022,1,"241,333.00","241,333.00",0.00,0.00,"296,044.00","296,044.00",0.00
Larrell Murchison,Titans,2022,1,"245,222.00","245,222.00",0.00,0.00,"300,815.00","300,815.00",0.00
Ryder Anderson,Giants,2022,1,"262,334.00","262,334.00",0.00,0.00,"321,806.00","321,806.00",0.00
Arron Mosby,Panthers,2022,1,"262,334.00","262,334.00",0.00,0.00,"321,806.00","321,806.00",0.00
Earnest Brown IV,Rams,2022,1,"262,334.00","262,334.00",0.00,0.00,"321,806.00","321,806.00",0.00
Bruce Irvin,Seahawks,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Jeremiah Attaochu,Ravens,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Taco Charlton,Jaguars,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Isaac Rochell,Browns,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Ryan Anderson,Steelers,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Brennan Scarlett,Dolphins,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Brandon Copeland,Ravens,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Kyler Fackrell,Ravens,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Jeremiah Attaochu,Ravens,2022,1,"277,822.00","277,822.00",0.00,0.00,"340,806.00","340,806.00",0.00
Larrell Murchison,Titans,2022,1,"283,444.00","283,444.00",0.00,0.00,"347,702.00","347,702.00",0.00
Ryder Anderson,Giants,2022,1,"290,001.00","290,001.00",0.00,0.00,"355,746.00","355,746.00",0.00
Brandon Copeland,Ravens,2022,1,"293,222.00","293,222.00",0.00,0.00,"359,697.00","359,697.00",0.00
Bruce Irvin,Seahawks,2022,1,"293,844.00","293,844.00",0.00,0.00,"360,460.00","360,460.00",0.00
Ryan Anderson,Steelers,2022,1,"303,900.00","303,900.00",0.00,0.00,"372,796.00","372,796.00",0.00
Taco Charlton,Saints,2022,1,"306,000.00","306,000.00",0.00,0.00,"375,372.00","375,372.00",0.00
Takkarist McKinley,Titans,2022,1,"317,700.00","317,700.00",0.00,0.00,"389,724.00","389,724.00",0.00
Trent Harris,Raiders,2022,1,"317,700.00","317,700.00",0.00,0.00,"389,724.00","389,724.00",0.00
Brandon Copeland,Ravens,2022,1,"330,600.00","330,600.00",0.00,0.00,"405,549.00","405,549.00",0.00
Takkarist McKinley,Cowboys,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Porter Gustin,Dolphins,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Steven Means,Ravens,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Jeremiah Attaochu,Chargers,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Brandon Copeland,Ravens,2022,1,"372,700.00","372,700.00",0.00,0.00,"457,193.00","457,193.00",0.00
Steven Means,Ravens,2022,1,"400,522.00","400,522.00",0.00,0.00,"491,322.00","491,322.00",0.00
Matt Leo,Eagles,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Earnest Brown IV,Rams,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Scott Patchan,Saints,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Gerri Green,Raiders,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Curtis Weaver,Browns,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Alex Tchangam,Seahawks,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Austin Edwards,Chiefs,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Charles Snowden,Bears,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Carlo Kemp,Chargers,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Kobe Jones,Packers,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Sam Okuayinonu,Titans,2022,1,"705,000.00","705,000.00",0.00,0.00,"864,827.00","864,827.00",0.00
Josh Onujiogu,Seahawks,2022,2,"1,455,000.00","727,500.00",0.00,0.00,"1,784,856.00","892,428.00",0.00
Zach McCloud,Vikings,2022,3,"2,585,000.00","861,667.00","250,000.00",0.00,"3,171,033.00","1,057,011.00","306,676.00"
Luiji Vilain,Vikings,2022,3,"2,580,000.00","760,000.00","227,000.00",0.00,"3,164,899.00","932,296.00","278,462.00"
Myron Tagovailoa-Amosa,Raiders,2022,3,"2,570,000.00","856,667.00","207,000.00",0.00,"3,152,632.00","1,050,878.00","253,928.00"
Christopher Allen,Broncos,2022,3,"2,590,000.00","863,333.00","180,000.00",0.00,"3,177,166.00","1,059,055.00","220,807.00"
De'Shaan Dixon,Jaguars,2022,3,"2,572,000.00","857,333.00","112,000.00",0.00,"3,155,085.00","1,051,695.00","137,391.00"
Arron Mosby,Panthers,2022,3,"2,580,000.00","860,000.00","95,000.00",0.00,"3,164,899.00","1,054,966.00","116,537.00"
Bradlee Anae,Jets,2022,1,"905,000.00","905,000.00","85,000.00",0.00,"1,110,168.00","1,110,168.00","104,270.00"
Zach VanValkenburg,Raiders,2022,3,"2,575,000.00","858,333.00","85,000.00",0.00,"3,158,766.00","1,052,921.00","104,270.00"
Andre Anthony,Buccaneers,2022,4,"3,741,540.00","935,385.00","81,540.00",0.00,"4,589,766.00","1,147,442.00","100,026.00"
Big Kat Bryant,Cowboys,2022,3,"2,565,000.00","855,000.00","80,000.00",0.00,"3,146,499.00","1,048,833.00","98,136.00"
Jeffrey Gunter,Bengals,2022,4,"3,738,036.00","934,509.00","78,036.00",0.00,"4,585,468.00","1,146,367.00","95,727.00"
Jesse Luketa,Cardinals,2022,4,"3,737,012.00","934,253.00","77,012.00",0.00,"4,584,212.00","1,146,053.00","94,471.00"
DaMarcus Mitchell,Patriots,2022,3,"2,585,000.00","861,667.00","75,000.00",0.00,"3,171,033.00","1,057,011.00","92,003.00"
Jacub Panasiuk,Commanders,2022,3,"2,575,000.00","858,333.00","65,000.00",0.00,"3,158,766.00","1,052,921.00","79,736.00"
Mika Tafua,Cowboys,2022,3,"2,565,000.00","855,000.00","55,000.00",0.00,"3,146,499.00","1,048,833.00","67,469.00"
Owen Carney Jr.,Dolphins,2022,3,"2,570,000.00","856,667.00","40,000.00",0.00,"3,152,632.00","1,050,878.00","49,068.00"
Jeremiah Moon,Ravens,2022,3,"2,580,000.00","860,000.00","35,000.00",0.00,"3,164,899.00","1,054,966.00","42,935.00"
Sam Okuayinonu,Titans,2022,3,"2,567,500.00","855,833.00","27,500.00",0.00,"3,149,565.00","1,049,855.00","33,734.00"
Deandre Johnson,Dolphins,2022,3,"2,570,000.00","856,667.00","25,000.00",0.00,"3,152,632.00","1,050,878.00","30,668.00"
Tomon Fox,Giants,2022,3,"2,570,000.00","856,667.00","20,000.00",0.00,"3,152,632.00","1,050,878.00","24,534.00"
Demetrius Taylor,Lions,2022,3,"2,575,000.00","858,333.00","20,000.00",0.00,"3,158,766.00","1,052,921.00","24,534.00"
Tariqious Tisdale,Bengals,2022,3,"2,580,000.00","860,000.00","20,000.00",0.00,"3,164,899.00","1,054,966.00","24,534.00"
Joe Ozougwu,Buccaneers,2022,3,"2,571,000.00","857,000.00","11,000.00",0.00,"3,153,859.00","1,051,286.00","13,494.00"
Mike Love,Bills,2022,2,"1,775,000.00","887,500.00","10,000.00",0.00,"2,177,402.00","1,088,701.00","12,267.00"
Tyree Johnson,Steelers,2022,3,"2,570,000.00","856,667.00","10,000.00",0.00,"3,152,632.00","1,050,878.00","12,267.00"
Kingsley Jonathan,Bears,2022,3,"2,570,000.00","856,667.00","10,000.00",0.00,"3,152,632.00","1,050,878.00","12,267.00"
Kingsley Jonathan,Bills,2022,3,"2,570,000.00","856,667.00","10,000.00",0.00,"3,152,632.00","1,050,878.00","12,267.00"
Carson Wells,Bengals,2022,3,"2,570,000.00","856,667.00","10,000.00",0.00,"3,152,632.00","1,050,878.00","12,267.00"
Niko Lalos,Giants,2022,1,"834,000.00","834,000.00","9,000.00",0.00,"1,023,072.00","1,023,072.00","11,040.00"
Benton Whitley,Rams,2022,3,"2,568,000.00","856,000.00","8,000.00",0.00,"3,150,179.00","1,050,060.00","9,814.00"
Chauncey Manac,Packers,2022,3,"2,568,000.00","856,000.00","8,000.00",0.00,"3,150,179.00","1,050,060.00","9,814.00"
T.D. Moultry,Steelers,2022,3,"2,567,500.00","855,833.00","7,500.00",0.00,"3,149,565.00","1,049,855.00","9,200.00"
Ty Shelby,Chargers,2022,3,"2,567,500.00","855,833.00","7,500.00",0.00,"3,149,565.00","1,049,855.00","9,200.00"
Charles Wiley,Ravens,2022,3,"2,567,000.00","855,667.00","7,000.00",0.00,"3,148,952.00","1,049,651.00","8,587.00"
Brayden Thomas,Rams,2022,3,"2,566,500.00","855,500.00","6,500.00",0.00,"3,148,339.00","1,049,446.00","7,974.00"
Andrzej Hughes-Murray,Rams,2022,3,"2,566,000.00","855,333.00","6,000.00",0.00,"3,147,725.00","1,049,241.00","7,360.00"
Josh Onujiogu,Seahawks,2022,3,"2,565,000.00","855,000.00","5,000.00",0.00,"3,146,499.00","1,048,833.00","6,134.00"
Scott Patchan,Colts,2022,3,"2,565,000.00","855,000.00","5,000.00",0.00,"3,146,499.00","1,048,833.00","6,134.00"
Daniel Joseph,Bills,2022,3,"2,562,500.00","854,167.00","2,500.00",0.00,"3,143,432.00","1,047,811.00","3,067.00"
Keir Thomas,Rams,2022,3,"2,562,500.00","854,167.00","2,500.00",0.00,"3,143,432.00","1,047,811.00","3,067.00"
Ryder Anderson,Giants,2022,3,"2,562,000.00","854,000.00","2,000.00",0.00,"3,142,818.00","1,047,606.00","2,453.00"
Cullen Wick,Colts,2022,3,"2,561,000.00","853,667.00","1,000.00",0.00,"3,141,592.00","1,047,198.00","1,227.00"
Quincy Roche,Giants,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Niko Lalos,Saints,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Randy Ramsey,Packers,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Jamir Jones,Steelers,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Jordan Brailford,Falcons,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Ron'Dell Carter,Steelers,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Alex Barrett,49ers,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Jamir Jones,Jaguars,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Quinton Bell,Falcons,2022,1,"825,000.00","825,000.00",0.00,0.00,"1,012,032.00","1,012,032.00",0.00
Jessie Lemonier,Lions,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Tim Ward,Jets,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Austin Larkin,Panthers,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Jonathan Woodard,Chiefs,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Justin Lawler,Titans,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Tuzar Skipper,Steelers,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Chris Odom,Browns,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Jessie Lemonier,Cardinals,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Khalid Kareem,Colts,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Frank Herron,Panthers,2022,1,"895,000.00","895,000.00",0.00,0.00,"1,097,901.00","1,097,901.00",0.00
Sam Okuayinonu,Titans,2022,2,"1,575,000.00","787,500.00",0.00,0.00,"1,932,061.00","966,030.00",0.00
Arron Mosby,Panthers,2022,2,"1,575,000.00","787,500.00",0.00,0.00,"1,932,061.00","966,030.00",0.00
Benton Whitley,Chiefs,2022,2,"1,575,000.00","787,500.00",0.00,0.00,"1,932,061.00","966,030.00",0.00
Kobe Jones,Titans,2022,2,"1,575,000.00","787,500.00",0.00,0.00,"1,932,061.00","966,030.00",0.00
Hamilcar Rashed,Jets,2022,2,"1,575,000.00","787,500.00",0.00,0.00,"1,932,061.00","966,030.00",0.00
Ryder Anderson,Giants,2022,2,"1,575,000.00","787,500.00",0.00,0.00,"1,932,061.00","966,030.00",0.00
Hamilcar Rashed,Steelers,2022,2,"1,575,000.00","787,500.00",0.00,0.00,"1,932,061.00","966,030.00",0.00
Jesse Luketa,Cardinals,2022,2,"1,575,000.00","787,500.00",0.00,0.00,"1,932,061.00","966,030.00",0.00
Benton Whitley,Vikings,2022,2,"1,575,000.00","787,500.00",0.00,0.00,"1,932,061.00","966,030.00",0.00
James Houston,Lions,2022,2,"1,675,000.00","837,500.00",0.00,0.00,"2,054,731.00","1,027,366.00",0.00
Bradlee Anae,Jets,2022,2,"1,835,000.00","917,500.00",0.00,0.00,"2,251,004.00","1,125,502.00",0.00
Carson Taylor,Bears,2022,3,"2,560,000.00","853,333.00",0.00,0.00,"3,140,365.00","1,046,788.00",0.00
Keir Thomas,Rams,2022,3,"2,560,000.00","853,333.00",0.00,0.00,"3,140,365.00","1,046,788.00",0.00
Ali Fayad,Eagles,2022,3,"2,560,000.00","853,333.00",0.00,0.00,"3,140,365.00","1,046,788.00",0.00
